Index;Text;Verb_Syllables;Structural_priming;NP_Givenness;NP_Length;NP_Concreteness;NP_starting_tone;Response;Filename;TimePeriod;TimePeriod2;Genre;Formality;Mode;Region
506;谁知却是接生婆抱着新生的婴儿在门缝里[[[传出话来]]]：“恭喜大少爷，是一位公子。”;1;No;New;1;Non-concrete;4;Split;1930s\1931\文学\大陆作家\1931 巴金 家.txt;1930s;1;Fiction;Lower;Written;Mainland
1507;...说今晚开农会解决。你看刘满可能赢？”也不管别人知不知道就这么[[[提出问题来]]]了。“赢不赢就看咱大家敢不敢说话嘛！老章！咱们找张三哥去。”张...;1;No;New;2;Non-concrete;4;Split;1940s\1948\文学\1948 丁玲 太阳照在桑干河上.txt;1940s;2;Fiction;Lower;Written;Mainland
1191;看着那一堆单薄的，没后程①的日本东西，天佑楞了半天才[[[说出话来]]]：“胶皮鞋还可以说有点用处，这些玩艺儿算干什么的呢？况且还是这...;1;No;New;1;Non-concrete;4;Split;1940s\1945\文学\1945 老舍 四世同堂第二部_偷生.txt;1940s;2;Fiction;Lower;Written;Mainland
1;...般地区的绿化就更应该事半功倍，速度更快。事情只要一比较就可以[[[显出高低来]]]。这是一种现场会议，又是一种现场展览。从实践到理论，从原因到结...;1;No;New;2;Non-concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
2;...，认为我对农村生活比较熟悉，只要好好提高一下艺术技巧，就可以[[[写出东西来]]]。我没有把政治思想摆在第一位，忽视了政治学习和思想改造，忽视了...;1;No;New;2;Non-concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
3;...，有的已在试车了。由于生产争得主动，各厂领导和职工群众就可以[[[腾出手来]]]，更好地抓提高质量、降低成本、维护设备、克服薄弱环节，使生产更...;1;No;New;1;Non-concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
6;...明天就许叫咱们迁。”老人越听越高兴：好一个聪明伶俐的张秀兰！[[[说出话来]]]这么懂事，从心眼里叫我喜欢，我真有这么个好儿妇，老头子我也算上...;1;No;New;1;Non-concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
7;...的眼睛，我当时高兴的都要跳起来了，想不到小老张给我讲的故事会[[[印出书来]]]。我看完后，把书还给图书馆。自己又想有一本放在我身边有多好啊！...;1;No;New;1;Concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
9;...可以解决饲料问题。群众说猪不吃尖叶庄稼，这次我们要亲自下手，[[[作出样板来]]]，突破这一关。”大家同意支书的意见，并责成支部副书记吴志仲、养...;1;No;New;2;Non-concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
10;...怎样教导一个党员克服困难。……“我的困难算得了什么！”他终于[[[想出问题来]]]了。;1;No;New;2;Non-concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
13;...。整整费了四个多月的时间，终于绘出了一张草图。失败了再干困难[[[让出路来]]];1;No;New;1;Non-concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
14;...体会到，如果脱离政治，脱离实际生活，光凭坐到屋里空想，是很难[[[写出东西来]]]的。;1;No;New;2;Non-concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
15;...天还存在，修正主义——在革命词句伪装下的资产阶级邪说，仍然会[[[冒出头来]]]。这就需要不断地斗争，不断地清扫。而这方面，毛泽东同志的著作就...;1;No;New;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_01.txt;1960s;3;News_report;Higher;Written;Mainland
18;...全厂职工，真个是人人磨拳擦掌，个个准备大干一场，只要领导能给[[[指出方向来]]]，天大的困难也能克服。群众的这种冲天干劲，给领导增加了信心和决...;1;No;New;2;Non-concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
19;...员全厂职工为试验出力。从最初设计、创造连续铸管机，到最后连续[[[铸出管子来]]]，都是以工人、特别是老工人为主来进行的。工人群众用自己的丰富经...;1;No;New;2;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
20;...还只是个管子头。有些人就动摇了，认为办法都找绝了，算没有指望[[[铸出管子来]]]。一发现有了思想问题，工厂党委书记陈仿尧，就成天价呆在试验现场...;1;No;Given;2;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
21;我[[[拿出日记本来]]]，想记上点东西，却什么也写不出来。只觉得心里有千言万语，结果就...;1;No;New;3;Concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
24;...创造性。因此，只要依靠群众，用毛泽东思想武装群众，群众便能创[[[造出奇迹来]]]。;2;No;New;2;Non-concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
25;把一棵椰子苗栽到地里，六七年时间，就开始[[[结出椰子来]]]；一棵长成了的最好的椰树，一年能结二百多个大椰子；椰树能活一百...;1;No;New;3;Concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
26;...，肥料先行，地里有肥，心中有数。这样，人民公社广大社员就可以[[[腾出手来]]]，把今年春耕春播和小麦田间管理做得更细更好。;1;No;New;1;Non-concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
27;...里提着一个小黑板，一边画一边给他们解释电机构造。开初，他们都[[[掏出笔记本来]]]打算用心做笔记。可是，听下去就越听越傻了眼，黑板上写的都是些英...;1;No;New;3;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
28;...击着木制水轮机哗哗作响，不停地旋转，水轮机再带动发电机转动，[[[发出电来]]]。;1;No;New;1;Concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
30;...室里就知道进站信号是红色、黄色或绿色，不需要再在风、雪、雨天[[[伸出头来]]]了望信号了。这就保证了行车安全，提高了行驶速度。;1;No;New;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
32;...可以大大加快水利建设的速度。其次，突击完成水利任务，才有可能[[[腾出手来]]]，大抓其他各项冬季生产，为争取今年粮食更大丰收作好各方面的准备...;1;No;New;1;Non-concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
35;...你身边，每天每夜都有几万男女英雄和大自然斗争着，他们从地心里[[[取出宝来]]]，要输送到全国各地。这怎不叫我向你歌颂、向你致敬：;1;No;New;1;Non-concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
36;...共同携起手来同声歌唱解放和自由的歌曲，共同努力对自然和宇宙创[[[造出奇迹来]]]！在他们的时代，人类将永远摆脱压迫、剥削、饥寒和战争威胁，建立...;1;No;New;2;Non-concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
38;...学文化知识，经过刻苦钻研，同样可以学会理论、掌握尖端技术，培[[[养出专家来]]]。;1;No;New;2;Non-concrete;1;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
40;...一鼓作气，在去年11月底就基本上结束了水利工作。这样，很快就[[[腾出手来]]]，大积肥料。现在，每亩有混合肥料六百多担。由于实现了“一亩田一...;1;No;New;1;Non-concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
41;芝麻秸能够[[[榨出油来]]]，是有科学根据的。芝麻是一种含油量很高的油料作物，它的形成过程...;1;No;New;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
42;...％—2％收打不净的黄皮及好坏芝麻粒。这些物质经过合成，就能压[[[榨出油来]]]。;1;No;New;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
45;...均雨量都在一千三百至一千四百公厘之间。古巴土地肥沃得一脚可以[[[踩出油来]]]似的。一般蔗田播种一次，丰收十年。收割不久，新苗又在根上钻出来...;1;No;New;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
46;...从被烧焦的一千九百三十万阿罗瓦（一阿罗瓦约十一公斤多）甘蔗里[[[榨出白糖来]]]。铁路工人和大学生也伸出了友谊的手。他们决定到农村中义务劳动，...;1;No;New;2;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
48;...器的有节奏的转动，经过压皮、装馅，那边出口的滚道上就齐刷刷的[[[涌出饺子来]]]。;1;No;New;2;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
49;...，放在不同的地方尽量使支持人物的“耍杆儿”，不要在“影幕”上[[[露出影子来]]]。;1;No;New;2;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;1960s;3;News_report;Higher;Written;Mainland
52;...列车热烈鼓掌，挥舞着彩旗，高歌“社会主义好”。归侨们从车窗里[[[伸出手来]]]，向欢迎的亲人们频频挥手致意。;1;No;New;1;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_03.txt;1960s;3;News_report;Higher;Written;Mainland
55;...后的冬寒，唤醒着沉睡的土地。街心花园里的小草从残存的积雪下面[[[探出头来]]]，泛出一片新绿，著名的瓦建卡公园里和华沙美人鱼雕像四周，重又恢...;1;No;New;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_03.txt;1960s;3;News_report;Higher;Written;Mainland
57;...来集中力量搞生产。同时，在收购任务完成后，财贸部门也可以提早[[[腾出手来]]]，把支援生产作为中心任务，这对保证发展生产也起着重大的作用。（...;1;No;New;1;Concrete;3;Split;1960s\1960\报刊\人民日报\rmrb_1960_03.txt;1960s;3;News_report;Higher;Written;Mainland
57;...。”可是一个叫丁发秀的姑娘却接过去说：“我看是毛稗秆秆硬才能[[[发出杈来]]]。”郑新珍觉得她说得有道理。回站以后，她们就研究肥料，制造土化...;1;No;New;1;Concrete;4;Split;1960s\1960\报刊\人民日报\rmrb_1960_03.txt;1960s;3;News_report;Higher;Written;Mainland
58;...制鞋厂82％的工人都离开了这“三件宝”，改用了机器，他们不但[[[做出鞋来]]]，而且做得更多更快更好更省。现在，在邢台制鞋厂的工人看来，真正...;1;No;Given;1;Concrete;2;Split;1960s\1960\报刊\人民日报\rmrb_1960_03.txt;1960s;3;News_report;Higher;Written;Mainland
1;...山，把万恶的土匪“埋葬在山涧”。当他发现一只斑斓猛虎时，立即[[[拔出枪来]]]，英勇机智地将虎击毙。这个巧夺天工的艺术处理，不但有力地揭开了...;1;No;New;1;Concrete;1;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
2;...，叫女儿扶着，硬是一步一步爬到山上，又干起来，并一直干到山洞[[[流出清水来]]]。;1;No;New;2;Concrete;1;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
3;...祸殃”（江青同志对这句唱腔十分重视，多次地嘱咐演员：这一句要[[[唱出激情来]]]），充分体现了英雄人物与人民群众心连心的血肉关系。;1;No;New;2;Non-concrete;1;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
4;...示：“绝不辜负贫下中农的期望，不管工程有多么艰巨、危险，只要[[[打出水来]]]，就是牺牲了也心甘情愿。”一场打井的战斗开始了。在岩石上硬打出...;1;No;New;1;Concrete;3;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
5;...一个箭步闯进火海，与烈火浓烟展开了搏斗，从火舌四喷的屋子里抢[[[救出账簿来]]]，使集体经济免受损失。;2;No;New;2;Concrete;4;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
7;...姐妹，用粉渣、稻糠、萝卜缨做忆苦饭，忆苦思甜。他对正桥说：“[[[拿出笔记本来]]]，爹说一句，你记一句。”王国福含着泪水，讲阶级苦，诉血泪仇。生...;1;No;New;3;Concrete;3;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
8;...滩上去给毛主席争光！明天一早咱就重新刮池子，一定要从云彩缝里[[[夺出盐来]]]！”一听说给毛主席争光，哪个老盐工不攒着一股劲？大家都热烈地响...;1;No;New;1;Concrete;2;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
9;...活，睡猪窝，一直干了八年，狠心的地主还不甘心，要在穷人骨头上[[[榨出油来]]]，要抓我和弟弟去当壮丁。为了躲过这个死亡关，两弟兄苦熬了八年没...;1;No;New;2;Concrete;2;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
11;也有人说：“凭这伙顶着一脑袋高粱花子的庄稼人还能[[[打出机井来]]]？简直是胡闹。”;1;No;New;2;Concrete;1;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
12;...有路，走的人多了，就成了路。大寨人能开山劈岭，我们就能在这里[[[打出机井来]]]。我们不向国家伸手。我们靠战无不胜的毛泽东思想，靠‘自力更生’...;1;No;New;2;Concrete;1;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
13;...靠战无不胜的毛泽东思想，靠‘自力更生’、‘艰苦奋斗’，一定要[[[打出机井来]]]。”;1;No;New;2;Concrete;1;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
15;...业合作化运动的党内右倾机会主义分子和农村中的资本主义势力，又[[[伸出头来]]]，向高级社进行疯狂的反扑。;1;No;New;1;Concrete;2;Split;1970s\1970\报刊\人民日报\rmrb_1970_01.txt;1970s;3;News_report;Higher;Written;Mainland
16;...水源。勘察组到很远的地方访问水利“专家”，问他们能否在沙漠上[[[挖出水来]]]。他们说，这里地势高，降雨少，很难打出水来。但是，九连指战员是...;1;No;Given;1;Concrete;3;Split;1970s\1970\报刊\人民日报\rmrb_1970_02.txt;1970s;3;News_report;Higher;Written;Mainland
17;...问他们能否在沙漠上挖出水来。他们说，这里地势高，降雨少，很难[[[打出水来]]]。但是，九连指战员是用毛泽东思想武装起来的钢铁战士，他们决心破...;1;No;Given;1;Concrete;3;Split;1970s\1970\报刊\人民日报\rmrb_1970_02.txt;1970s;3;News_report;Higher;Written;Mainland
17;...沙，有的同志就流露出泄气的情绪。于新江同志感到，要想在沙漠上[[[挖出水来]]]，首先必须把头脑里的“难”字挖掉。当天晚上，他就带领全班认真学...;1;No;New;1;Concrete;3;Split;1970s\1970\报刊\人民日报\rmrb_1970_02.txt;1970s;3;News_report;Higher;Written;Mainland
